,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
2965,1635,,,,1645,,,,,Judgment of Paris Painting Oil on canvas,Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DP-19778-001.jpg,Alessandro Turchi,"Italian, Verona 1578–1649 Rome",,,,
2966,1719,,,,1729,,,,,The Declaration of Love Painting Oil on canvas,Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DP-19651-001.jpg,Jean François de Troy,"French, Paris 1679–1752 Rome",,,,
2969,1810,,,,1815,,,,,"Joseph and Karl August von Klein Painting, miniature Ivory",Ivory,https://images.metmuseum.org/CRDImages/ep/original/ep95.14.85.R.jpg,Heinrich Franz Schalck,"German, 1791–1832",,,,
2971,1572,,,,1623,,,,,"""Alexander Visits the Sage Plato in his Mountain Cave"", Folio from a Khamsa (Quintet) of Amir Khusrau Dihlavi Folio from an illustrated manuscript Main support: Ink, opaque watercolor, gold on paper
Margins: Gold on dyed paper","Main support: Ink, opaque watercolor, gold on paper
Margins: Gold on dyed paper",https://images.metmuseum.org/CRDImages/is/original/DP120805.jpg,Amir Khusrau Dihlavi,"Indian, Patiyali, 1253–1325 Delhi",,,,
2972,1476,,,,1504,,,,,"Scenes from the Story of the Argonauts Painting Tempera on wood, gilt ornaments","Tempera on wood, gilt ornaments",https://images.metmuseum.org/CRDImages/ep/original/DP164778.jpg,Biagio d'Antonio,"Italian, Florentine, active by 1472–died 1516",,,,
2973,1460,,,,1470,,,,,"Scenes from the Story of the Argonauts Painting Tempera on wood, gilt ornaments","Tempera on wood, gilt ornaments",https://images.metmuseum.org/CRDImages/ep/original/DP164779.jpg,Jacopo di Arcangelo (called Jacopo del Sellaio),"Italian, Florence 1441/42–1493 Florence",,,,
2974,1632,,,,1661,,,,,Rustic Interior Painting Oil on canvas,Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DP-22531-001.jpg,David Ryckaert III,"Flemish, 1612–1661",,,,
2975,1895,,,,1895,,,,,Woman Standing Beside a Balustrade with a Poodle Painting Oil on panel,Oil on panel,https://images.metmuseum.org/CRDImages/ep/original/DP169319.jpg,Paul Ranson,"French, Limoges 1864–1909 Paris",,,,
2976,1470,,,,1480,,,,,The Adoration of the Magi Painting Oil and gold on oak,Oil and gold on oak,https://images.metmuseum.org/CRDImages/ep/original/DP372687.jpg,Hieronymus Bosch,"Netherlandish, ’s Hertogenbosch ca. 1450–1516 ’s Hertogenbosch",,,,
2977,1570,,,,1579,,,,,Boy with a Greyhound Painting Oil on canvas,Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DP-14936-005.jpg,Paolo Veronese (Paolo Caliari),"Italian, Verona 1528–1588 Venice",,,,
2978,1640,,,,1650,,,,,"María Teresa (1638–1683), Infanta of Spain Painting Oil on canvas",Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DP340924.jpg,Juan Bautista Martínez del Mazo,"Spanish, Cuenca ca. 1612–1667 Madrid",,,,
2979,1603,,,,1603,,,,,"Henry Frederick (1594–1612), Prince of Wales, with Sir John Harington (1592–1614), in the Hunting Field Painting Oil on canvas",Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DP169396.jpg,Robert Peake the Elder,"British, ca. 1551–1619 London",,,,
2980,1534,,,,1547,,,,,Joseph Interpreting the Dreams of Pharaoh Painting Distemper on linen,Distemper on linen,https://images.metmuseum.org/CRDImages/ep/original/DP164851.jpg,Jörg Breu the Younger,"German, Augsburg ca. 1510–1547 Augsburg",,,,
3002,1785,,,,1799,,,,,"Watch Watch Gilt bronze, enamel, rhinestones","Gilt bronze, enamel, rhinestones",https://images.metmuseum.org/CRDImages/es/original/73563.jpg,Firm of De Roches Brothers,ca. 1720–1775,,,,
3003,1800,,,,1815,,,,,"Watch Watch Gilt bronze, enamel, rhinestones","Gilt bronze, enamel, rhinestones",https://images.metmuseum.org/CRDImages/es/original/DP-12878-067.jpg,William Travers,active 1781–1811,,,,
3005,1830,,,,1840,,,,,"Watch Watch Gold, enamel, silver","Gold, enamel, silver",https://images.metmuseum.org/CRDImages/es/original/ES5722.jpg,de Choudens,recorded 1828–31,,,,
3011,1824,,,,1826,,,,,Pointer and Ducks Plaquette Bronze,Bronze,https://images.metmuseum.org/CRDImages/es/original/14091.jpg,Antoine-Louis Barye,"French, Paris 1795–1875 Paris",,,,
3012,1652,,,,1653,,,,,Puritan spoon Spoon Silver,Silver,https://images.metmuseum.org/CRDImages/es/original/15584.jpg,Stephen Venables,active 1635–88,,,,
3018,1787,,,,1788,,,,,Box Box Gold,Gold,https://images.metmuseum.org/CRDImages/es/original/43161.jpg,Pierre Charles Mané,master 1777; active 1793,,,,
3033,1800,,,,1899,,,,,Basset Hound Statuette Bronze,Bronze,https://images.metmuseum.org/CRDImages/es/original/7795.jpg,Antoine-Louis Barye,"French, Paris 1795–1875 Paris",,,,
3034,1585,,,,1899,,,,,"Standing cup with cover Standing cup with cover Silver gilt, glass, enamel, diamonds, rubies","Silver gilt, glass, enamel, diamonds, rubies",https://images.metmuseum.org/CRDImages/es/original/SF32_100_297ab_img1.jpg,Vinzenz Hofer,active 1542–68,,,,
3035,1755,,,,1775,,,,,Endymion Figure Soft-paste porcelain,Soft-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/SF1995_268_347_img1.jpg,Real Fabrica de Buen Retiro,Spanish,,,,
3058,1745,,,,1760,,,,,Cupid at the grindstone Toy Soft-paste porcelain,Soft-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/DP-247-046.jpg,Saint James's Factory,"British, ca. 1748/49–1760",,,,
3070,1765,,,,1785,,,,,Tray Tray Hard-paste porcelain,Hard-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/133716.jpg,Gotha,"German, 1757–1900",,,,
3074,1669,,,,1670,,,,,Two-handled cup with cover Cup with cover Silver gilt,Silver gilt,https://images.metmuseum.org/CRDImages/es/original/DP-12800-020.jpg,Francis Leake,active 1655–83,,,,
3089,1740,,,,1750,,,,,Plate Plate Hard-paste porcelain,Hard-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/SF2003_36.jpg,Meissen Manufactory,"German, 1710–present",,,,
3091,1785,,,,1795,,,,,Plate (part of a set of six) Plate Earthenware,Earthenware,https://images.metmuseum.org/CRDImages/es/original/DP-17961-037.jpg,John Turner,active 1762–86,,,,
3104,1813,,,,1813,,,,,Swiss scenes Furnishing textile Cotton,Cotton,https://images.metmuseum.org/CRDImages/es/original/DP16380.jpg,Oberkampf Manufactory,"French, active 1760–1843",,,,
3106,1700,,,,1715,,,,,"Spring from a set of The Seasons Tapestry Wool, silk (18-21 warps per inch, 9-10 per cm.)","Wool, silk (18-21 warps per inch, 9-10 per cm.)",https://images.metmuseum.org/CRDImages/es/original/28452.jpg,John Chabanex,"French, active before 1696–1744",,,,
3146,1850,,,,1851,,,,,"Salon de 1850-51; Paysage et Animaux, par Troyon Print Wood engraving",Wood engraving,https://images.metmuseum.org/CRDImages/dp/original/DP822393.jpg,Charles-François Daubigny,"French, Paris 1817–1878 Paris",,,,
3147,1637,,,,1637,,,,,Abraham Casting out Hagar and Ishmael Print Etching with touches of drypoint,Etching with touches of drypoint,https://images.metmuseum.org/CRDImages/dp/original/DP814517.jpg,Rembrandt (Rembrandt van Rijn),"Dutch, Leiden 1606–1669 Amsterdam",,,,
3148,1736,,,,1736,,,,,Fox Hunt Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP818412.jpg,Jean-Baptiste Oudry,"French, Paris 1686–1755 Beauvais",,,,
3150,1745,,,,1745,,,,,"Vignette Illustrating Torquato Tasso's ""Gerusalemme Liberata"" (X:78) Drawing Red chalk over traces of graphite",Red chalk over traces of graphite,https://images.metmuseum.org/CRDImages/dp/original/DP811139.jpg,Giovanni Battista Piazzetta,"Italian, Venice 1682–1754 Venice",,,,
3151,1813,,,,1813,,,,,"Study of a Feathered Saluki, Facing Left Drawing Graphite",Graphite,https://images.metmuseum.org/CRDImages/dp/original/DP804686.jpg,Sir Edwin Henry Landseer,"British, London 1802–1873 London",,,,
3153,1753,,,,1820,,,,,Paul et Virginie Print Aquatint printed in color on wove paper,Aquatint printed in color on wove paper,https://images.metmuseum.org/CRDImages/dp/original/MM92544.jpg,Jean Frédéric Schall,"French, Strasbourg 1752–1825 Paris",,,,
3154,1435,,,,1503,,,,,Christ Crowned with Thorns from The Passion Print Engraving; fifth state?,Engraving; fifth state?,https://images.metmuseum.org/CRDImages/dp/original/DP841611.jpg,Israhel van Meckenem,"German, Meckenem ca. 1440/45–1503 Bocholt",,,,
3155,1620,,,,1656,,,,,Narcissus Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP817105.jpg,Laurent de La Hyre,"French, Paris 1606–1656 Paris",,,,
3160,1507,,,,1513,,,,,"Christ Carrying the Cross, with the Crucifixion; The Resurrection, with the Pilgrims of Emmaus Triptych panels Oil on oak panel",Oil on oak panel,https://images.metmuseum.org/CRDImages/rl/original/DT1472.jpg,Gerard David,"Netherlandish, Oudewater ca. 1455–1523 Bruges",,,,
3161,1662,,,,1678,,,,,"A Couple Playing Cards, with a Serving Woman Painting Oil on canvas",Oil on canvas,https://images.metmuseum.org/CRDImages/rl/original/DT3101.jpg,Pieter de Hooch,"Dutch, Rotterdam 1629–1684 Amsterdam",,,,
3162,1736,,,,1800,,,,,"Snuffbox with Hunting Scenes Snuffbox Hard paste porcelain, copper-gilt mounts","Hard paste porcelain, copper-gilt mounts",https://images.metmuseum.org/CRDImages/rl/original/1547-1.jpg,Andreas Philipp Oettner,"German, active 1756–87",,,,
3164,1855,,,,1865,,,,,Broadside with 48 scenes relating to the life hunchback Print Wood engraving and letterpress,Wood engraving and letterpress,https://images.metmuseum.org/CRDImages/dp/original/DP875716.jpg,Juan Llorens,"Spanish, active Barcelona, ca. 1855–70",,,,
3165,1800,,,,1850,,,,,"Lord-tolan prenant sa leçon de dance, La Passions, No. 7 Print Hand-colored etching",Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP818658.jpg,Basset,Paris,,,,
3166,1503,,,,1504,,,,,"The Visitation, from The Life of the Virgin Print Woodcut",Woodcut,https://images.metmuseum.org/CRDImages/dp/original/DP816275.jpg,Albrecht Dürer,"German, Nuremberg 1471–1528 Nuremberg",,,,
3167,1720,,,,1779,,,,,Cutting Off the Nose (Modern Military Punishments) Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP824587.jpg,William Hogarth,"British, London 1697–1764 London",,,,
3168,1540,,,,1583,,,,,Diana accepts the huntsman Orion into her company (Diane admettant en sa compagnie le chasseur orion) Print Etching; second and last state,Etching; second and last state,https://images.metmuseum.org/CRDImages/dp/original/DP834127.jpg,Etienne Delaune,"French, Orléans 1518/19–1583 Strasbourg",,,,
3170,1797,,,,1803,,,,,"Punchinello as a Dressmaker Drawing Pen and brown ink, brown wash, over black chalk","Pen and brown ink, brown wash, over black chalk",https://images.metmuseum.org/CRDImages/rl/original/DP358997.jpg,Giovanni Domenico Tiepolo,"Italian, Venice 1727–1804 Venice",,,,
3171,1770,,,,1804,,,,,"Landscape with a Horse Held by a Page Drawing Pen and brown ink, brown wash, over black chalk; preliminary drawing on paper.","Pen and brown ink, brown wash, over black chalk; preliminary drawing on paper.",https://images.metmuseum.org/CRDImages/rl/original/DP-13665-032.jpg,Giovanni Domenico Tiepolo,"Italian, Venice 1727–1804 Venice",,,,
3172,1564,,,,1564,,,,,"Splendore delle virtuose giovani, page 6 (recto) Books Prints Ornament & Architecture Woodcut",Woodcut,https://images.metmuseum.org/CRDImages/dp/original/DP362074.jpg,Iseppo Foresto,"Italian, active Venice, 1557",,,,
3175,1790,,,,1810,,,,,After Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP847442.jpg,Dent,"British, active ca. 1800",,,,
3176,1790,,,,1810,,,,,Before Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP847441.jpg,Dent,"British, active ca. 1800",,,,
3177,1795,,,,1805,,,,,The Distressed Poet Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP847426.jpg,Dent,"British, active ca. 1800",,,,
3178,1795,,,,1805,,,,,The First Stage of Cruelty Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP847432.jpg,Dent,"British, active ca. 1800",,,,
3179,1795,,,,1805,,,,,Columbus Breaking the Egg Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP847430.jpg,Dent,"British, active ca. 1800",,,,
3180,1516,,,,1516,,,,,Abraham Sending Away Hagar Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP818840.jpg,Lucas van Leyden,"Netherlandish, Leiden ca. 1494–1533 Leiden",,,,
3181,1505,,,,1515,,,,,The Return of the Prodigal Son Print Engraving; first state,Engraving; first state,https://images.metmuseum.org/CRDImages/dp/original/DP818974.jpg,Lucas van Leyden,"Netherlandish, Leiden ca. 1494–1533 Leiden",,,,
3182,1516,,,,1516,,,,,Abraham Sending Away Hagar Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP818815.jpg,Lucas van Leyden,"Netherlandish, Leiden ca. 1494–1533 Leiden",,,,
3183,1510,,,,1510,,,,,Large Ecce Homo Print Engraving; first state,Engraving; first state,https://images.metmuseum.org/CRDImages/dp/original/DP819014.jpg,Lucas van Leyden,"Netherlandish, Leiden ca. 1494–1533 Leiden",,,,
3185,1620,,,,1690,,,,,Studies of Hounds Drawing Graphite,Graphite,https://images.metmuseum.org/CRDImages/dp/original/DP802348.jpg,David Teniers the Younger,"Flemish, Antwerp 1610–1690 Brussels",,,,
3187,1780,,,,1780,,,,,"Study for a Portrait: A Lady and a Gentleman in a Park Drawing Brush and watercolor, colored washes, over pencil, on thin paper","Brush and watercolor, colored washes, over pencil, on thin paper",https://images.metmuseum.org/CRDImages/rl/original/DT3373.jpg,England,eighteenth century,,,,
3188,1571,,,,1600,,,,,"Kitchen Scene Drawing Pen and brown ink, brown wash","Pen and brown ink, brown wash",https://images.metmuseum.org/CRDImages/rl/original/DP-17358-003.jpg,Copy after Leandro (?) Bassano,1557–1622,,,,
3189,1536,,,,1570,,,,,"Landscape with a Shepherd in Repose Drawing Pen and brown ink, over black chalk.","Pen and brown ink, over black chalk.",https://images.metmuseum.org/CRDImages/rl/original/DP-17358-023.jpg,The Veneto,mid-16th century,,,,
3190,1791,,,,1791,,,,,"The School Drawing Pen and brown ink, gray wash, over black chalk","Pen and brown ink, gray wash, over black chalk",https://images.metmuseum.org/CRDImages/rl/original/DP-13665-031.jpg,Giovanni Domenico Tiepolo,"Italian, Venice 1727–1804 Venice",,,,
3191,1788,,,,1794,,,,,"""In Piazza"" Drawing Pen and brown ink, brown wash, over black chalk","Pen and brown ink, brown wash, over black chalk",https://images.metmuseum.org/CRDImages/rl/original/DP-13665-029.jpg,Giovanni Domenico Tiepolo,"Italian, Venice 1727–1804 Venice",,,,
3192,1800,,,,1804,,,,,"Punchinello's Mother (?) Sick in Pregnancy Drawing Pen and brown ink, brown wash, over black chalk","Pen and brown ink, brown wash, over black chalk",https://images.metmuseum.org/CRDImages/rl/original/DP359001.jpg,Giovanni Domenico Tiepolo,"Italian, Venice 1727–1804 Venice",,,,
3193,1875,,,,1900,,,,,Shepherd and His Flock Drawing Pastel on papier bleuté,Pastel on papier bleuté,https://images.metmuseum.org/CRDImages/rl/original/sf-rlc-1975-1-670.JPG,Jean-François Millet,"French, Gruchy 1814–1875 Barbizon",,,,
3194,1514,,,,1514,,,,,Saint Jerome in His Study Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP815748.jpg,Albrecht Dürer,"German, Nuremberg 1471–1528 Nuremberg",,,,
3195,1514,,,,1514,,,,,Melencolia I Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP815743.jpg,Albrecht Dürer,"German, Nuremberg 1471–1528 Nuremberg",,,,
3196,1514,,,,1514,,,,,Saint Jerome in His Study Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP815749.jpg,Albrecht Dürer,"German, Nuremberg 1471–1528 Nuremberg",,,,
3197,1501,,,,1501,,,,,Saint Eustace Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP815411.jpg,Albrecht Dürer,"German, Nuremberg 1471–1528 Nuremberg",,,,
3198,1501,,,,1501,,,,,Saint Eustace Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP815413.jpg,Albrecht Dürer,"German, Nuremberg 1471–1528 Nuremberg",,,,
3199,1501,,,,1501,,,,,Saint Eustace Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP815415.jpg,Albrecht Dürer,"German, Nuremberg 1471–1528 Nuremberg",,,,
3200,1501,,,,1501,,,,,Saint Eustace Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP815414.jpg,Albrecht Dürer,"German, Nuremberg 1471–1528 Nuremberg",,,,
3201,1501,,,,1501,,,,,Saint Eustace Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP815412.jpg,Albrecht Dürer,"German, Nuremberg 1471–1528 Nuremberg",,,,
3202,1634,,,,1634,,,,,Christ at Emmaus: The Smaller Plate Print Etching with touches of drypoint,Etching with touches of drypoint,https://images.metmuseum.org/CRDImages/dp/original/DP814407.jpg,Rembrandt (Rembrandt van Rijn),"Dutch, Leiden 1606–1669 Amsterdam",,,,
3203,1630,,,,1640,,,,,The Strolling Musicians Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP814529.jpg,Rembrandt (Rembrandt van Rijn),"Dutch, Leiden 1606–1669 Amsterdam",,,,
3204,1620,,,,1966,,,,,Joseph Telling His Dreams (reverse copy) Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP814551.jpg,Rembrandt (Rembrandt van Rijn),"Dutch, Leiden 1606–1669 Amsterdam",,,,
3205,1503,,,,1504,,,,,"The Visitation, from The Life of the Virgin Print Woodcut",Woodcut,https://images.metmuseum.org/CRDImages/dp/original/DP816162.jpg,Albrecht Dürer,"German, Nuremberg 1471–1528 Nuremberg",,,,
3206,1485,,,,1528,,,,,The Scourging of Christ Print Woodcut,Woodcut,https://images.metmuseum.org/CRDImages/dp/original/DP816588.jpg,Albrecht Dürer,"German, Nuremberg 1471–1528 Nuremberg",,,,
3208,1485,,,,1699,,,,,Engraved copies of The Little Passion Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP820371.jpg,Albrecht Dürer,"German, Nuremberg 1471–1528 Nuremberg",,,,
3209,1700,,,,1800,,,,,Title Page from Book of Vases Book Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP290845.jpg,Jacques de La Joue the Younger,"French, Paris 1686–1761 Paris",,,,
3210,1795,,,,1795,,,,,"Le Faucon, from Contes et nouvelles en vers par Jean de La Fontaine.  A Paris, de l'imprimerie de  P. Didot, l'an III de la République, 1795 Print Etching and engraving; third state of three (Cohen)",Etching and engraving; third state of three (Cohen),https://images.metmuseum.org/CRDImages/dp/original/DP813939.jpg,Jean-Baptiste Tilliard,"French, 1740?–1813",,,,
3212,1896,,,,1896,,,,,He fixed his eyes on me with an expression that was so strange Print Lithograph,Lithograph,https://images.metmuseum.org/CRDImages/dp/original/DP824910.jpg,Odilon Redon,"French, Bordeaux 1840–1916 Paris",,,,
3213,1841,,,,1841,,,,,A Treatise on the Theory and Practice of Landscape Gardening Book ; drawing ; Ornament and Architecture Illustrations: wood engraving; a watercolor tipped in at front,Illustrations: wood engraving; a watercolor tipped in at front,https://images.metmuseum.org/CRDImages/dp/original/DP206382.jpg,Andrew Jackson Downing,"American, Newburgh, New York 1815–1852 Yonkers, New York",,,,
3214,1655,,,,1665,,,,,Das Neüe Modelbuch. . .Erster Theil Book Etching and woodcut,Etching and woodcut,https://images.metmuseum.org/CRDImages/dp/original/DP-12296-001.jpg,Rosina Helena Fürst,"German, 1642–1709",,,,
3245,1549,,,,1549,,,,,The Village Fair Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP855185.jpg,Peeter van der Borcht,"Flemish, died 1763",,,,
3246,1785,,,,1799,,,,,"Watch Watch Gold, painted enamel, pearls, garnets","Gold, painted enamel, pearls, garnets",https://images.metmuseum.org/CRDImages/es/original/73464.jpg,Leger,"active Paris, ca. 1780",,,,
3262,1861,,,,1861,,,,,Broadside with 30 scenes depicting Aesops fables Print Wood engraving,Wood engraving,https://images.metmuseum.org/CRDImages/dp/original/DP875638.jpg,José María Marés,"Spanish, active ca. 1850–70",,,,
3263,1863,,,,1863,,,,,Broadside with 48 scenes depicting the land of Jauja Print Wood engraving,Wood engraving,https://images.metmuseum.org/CRDImages/dp/original/DP875644.jpg,José María Marés,"Spanish, active ca. 1850–70",,,,
3279,1632,,,,1642,,,,,Autumn (L'Automne) Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP818768.jpg,Abraham Bosse,"French, Tours 1602/04–1676 Paris",,,,
3280,1775,,,,1822,,,,,Landscape Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP821176.jpg,Hermanus Fock,"Dutch, Amsterdam 1766–1822 Amsterdam",,,,
3286,1811,,,,1850,,,,,Bolognese Terrier Figure Hard-paste porcelain,Hard-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/195976.jpg,Popov Manufactory,1811–75,,,,
3287,1785,,,,1799,,,,,Plaque Plaque Soft-paste porcelain,Soft-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/SF1995_268_345.jpg,Alcora Manufactory,"Spanish, 1727–1895",,,,
3288,1860,,,,1869,,,,,Les Chiens Photograph Albumen silver print from glass negative,Albumen silver print from glass negative,https://images.metmuseum.org/CRDImages/ph/original/DP232214.jpg,Pierre-Louis Pierson,"French, 1822–1913",,,,
3289,1860,,,,1869,,,,,Les Chiens Photograph Albumen silver print from glass negative,Albumen silver print from glass negative,https://images.metmuseum.org/CRDImages/ph/original/DP232219.jpg,Pierre-Louis Pierson,"French, 1822–1913",,,,
3291,1730,,,,1740,,,,,Cup and saucer Cup and saucer Hard-paste porcelain,Hard-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/133677.jpg,Meissen Manufactory,"German, 1710–present",,,,
3292,1850,,,,1900,,,,,A Bachelor in His Study (The Sportsman's Breakfast) Drawing Watercolor,Watercolor,https://images.metmuseum.org/CRDImages/dp/original/DP800896.jpg,J. Buttfield,"British, active late 19th century",,,,
3293,1856,,,,1884,,,,,The Quarry (La Curée) Print Wood engraving,Wood engraving,https://images.metmuseum.org/CRDImages/dp/original/DP884283.jpg,Laurent Hotelin,"French, active 1836–84",,,,
3294,1895,,,,1895,,,,,Chiyoda Castle (Album of Women) Print Triptych of woodblock prints; ink and color on paper,Triptych of woodblock prints; ink and color on paper,https://images.metmuseum.org/CRDImages/as/original/DP149398.jpg,Yōshū (Hashimoto) Chikanobu,"Japanese, 1838–1912",,,,
3295,1895,,,,1895,,,,,Chiyoda Castle (Album of Women) Print Triptych of woodblock prints; ink and color on paper,Triptych of woodblock prints; ink and color on paper,https://images.metmuseum.org/CRDImages/as/original/DP149388.jpg,Yōshū (Hashimoto) Chikanobu,"Japanese, 1838–1912",,,,
3301,1750,,,,1790,,,,,The Reward of Cruelty Print Woodcut,Woodcut,https://images.metmuseum.org/CRDImages/dp/original/DP827038.jpg,John Bell,"British, active 1750–80",,,,
3327,1481,,,,1482,,,,,The Crucifixion Leaf from a missal Tempera on parchment,Tempera on parchment,https://images.metmuseum.org/CRDImages/rl/original/DT348339.jpg,Housebook Master,"German, active Middle Rhineland, ca. 1470–1500",,,,
3328,1847,,,,1847,,,,,The County Election Print Engraving; India proof before final letters,Engraving; India proof before final letters,https://images.metmuseum.org/CRDImages/dp/original/MM89468.jpg,John Sartain,"American (born London, England) 1808–1897 Philadelphia, Pennsylvania",,,,
3329,1472,,,,1553,,,,,"Christ crowned with Thorns, from The Passion Print Woodcut",Woodcut,https://images.metmuseum.org/CRDImages/dp/original/DP841858.jpg,Lucas Cranach the Elder,"German, Kronach 1472–1553 Weimar",,,,
3330,1509,,,,1509,,,,,David and Abigail Print Woodcut,Woodcut,https://images.metmuseum.org/CRDImages/dp/original/DP841852.jpg,Lucas Cranach the Elder,"German, Kronach 1472–1553 Weimar",,,,
3332,1657,,,,1667,,,,,Chancelier Michel IV Le Tellier Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP833017.jpg,Robert Nanteuil,"French, Reims 1623–1678 Paris",,,,
3334,1645,,,,1645,,,,,"Title Plate, from Livre Nouveau de Fleurs Tres-Util Print ornament & architecture Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP837400.jpg,Nicolas Cochin,"French, Troyes 1610–1686 Paris",,,,
3336,1625,,,,1635,,,,,"Mercury and Argus, copy in reverse after Cantarini Print Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP815150.jpg,Simone Cantarini,"Italian, Pesaro 1612–1648 Verona",,,,
3337,1625,,,,1635,,,,,Mercury and Argus Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP815152.jpg,Simone Cantarini,"Italian, Pesaro 1612–1648 Verona",,,,
3338,1590,,,,1595,,,,,Coat of Arms of a Cardinal of the Sampieri  Family Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP865816.jpg,Agostino Carracci,"Italian, Bologna 1557–1602 Parma",,,,
3341,1520,,,,1582,,,,,Venus and Adonis Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP821527.jpg,Giorgio Ghisi,"Italian, Mantua ca. 1520–1582 Mantua",,,,
3342,1814,,,,1814,,,,,Alms given by a cart driver Print Etching; second state,Etching; second state,https://images.metmuseum.org/CRDImages/dp/original/DP824231.jpg,Johann Christoph Erhard,"German, Nuremberg 1795–1822 Rome",,,,
3343,1500,,,,1599,,,,,Hounds Chasing a Stag Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP269585.jpg,Master F. P.,"Italian, active 16th century",,,,
3344,1500,,,,1599,,,,,Fortitude Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP269585.jpg,Master F. P.,"Italian, active 16th century",,,,
3345,1657,,,,1667,,,,,Chancelier Michel IV Le Tellier Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP832734.jpg,Robert Nanteuil,"French, Reims 1623–1678 Paris",,,,
3346,1794,,,,1794,,,,,The Complicated R_____n Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP825658.jpg,Richard Livesay,"British, 1750–1826 Southsea, near Portsmouth, Hampshire",,,,
3347,1745,,,,1806,,,,,"Le Chiffre d'Amour Print Etching, third state","Etching, third state",https://images.metmuseum.org/CRDImages/dp/original/DP813971.jpg,Jean Honoré Fragonard,"French, Grasse 1732–1806 Paris",,,,
3348,1745,,,,1806,,,,,"L'Heureuse Fecondite Print Etching, second state","Etching, second state",https://images.metmuseum.org/CRDImages/dp/original/DP813959.jpg,Jean Honoré Fragonard,"French, Grasse 1732–1806 Paris",,,,
3349,1745,,,,1806,,,,,"L'Education fait tout Print Etching, second state","Etching, second state",https://images.metmuseum.org/CRDImages/dp/original/DP813969.jpg,Jean Honoré Fragonard,"French, Grasse 1732–1806 Paris",,,,
3350,1795,,,,1795,,,,,"Le Cocu battu et content, from Contes et nouvelles en vers par Jean de La Fontaine.  A Paris, de l'imprimerie de  P. Didot, l'an III de la République, 1795 Print Etching and engraving; third state of three (Cohen)",Etching and engraving; third state of three (Cohen),https://images.metmuseum.org/CRDImages/dp/original/DP813888.jpg,Jean-Louis Delignon,"French, Paris 1755–ca. 1804",,,,
